tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order
110P13338,Beach Dr,NORTHBOUND,Rock Creek Pkwy/24th St,DC,DISTRICT OF COLUMBIA,20009,38.920848000000,-77.051345000000,38.921362000000,-77.050827000000,0.045176,1
110+13339,Beach Dr,NORTHBOUND,Adams Mill Rd/Harvard St,DC,DISTRICT OF COLUMBIA,20010,38.921362000000,-77.050827000000,38.926914000000,-77.044230000000,0.535709,2
110P13339,Beach Dr,NORTHBOUND,Adams Mill Rd/Harvard St,DC,DISTRICT OF COLUMBIA,20010,38.926914000000,-77.044230000000,38.928053000000,-77.043858000000,0.082522,3
110+13340,Beach Dr,NORTHBOUND,Klingle Rd,DC,DISTRICT OF COLUMBIA,20008,38.928053000000,-77.043858000000,38.933151000000,-77.050158000000,0.526512,4
110+13341,Beach Dr,NORTHBOUND,Beach Dr,DC,DISTRICT OF COLUMBIA,20010,38.933217000000,-77.050115000000,38.934721000000,-77.047904000000,0.170388,6
110P13341,Beach Dr,NORTHBOUND,Beach Dr,DC,DISTRICT OF COLUMBIA,20010,38.934721000000,-77.047904000000,38.935129000000,-77.047710000000,0.030014,7
110+13342,Beach Dr,NORTHBOUND,Tilden St/Park Rd,DC,DISTRICT OF COLUMBIA,20011,38.935129000000,-77.047710000000,38.939531000000,-77.051216000000,0.476427,8
110+13343,Beach Dr,NORTHBOUND,Blagden Ave,DC,DISTRICT OF COLUMBIA,20011,38.939531000000,-77.051216000000,38.943278000000,-77.049594000000,0.276896,9
110P13343,Beach Dr,NORTHBOUND,Blagden Ave,DC,DISTRICT OF COLUMBIA,20011,38.943278000000,-77.049594000000,38.943489000000,-77.049552000000,0.014851,10
110N13343,Beach Dr,SOUTHBOUND,Blagden Ave,DC,DISTRICT OF COLUMBIA,20011,38.943553000000,-77.049613000000,38.943259000000,-77.049694000000,0.021438,1
110-13342,Beach Dr,SOUTHBOUND,Tilden St/Park Rd,DC,DISTRICT OF COLUMBIA,20011,38.943259000000,-77.049694000000,38.939531000000,-77.051216000000,0.273043,2
110-13341,Beach Dr,SOUTHBOUND,Beach Dr,DC,DISTRICT OF COLUMBIA,20010,38.939531000000,-77.051216000000,38.935129000000,-77.047710000000,0.476427,3
110N13341,Beach Dr,SOUTHBOUND,Beach Dr,DC,DISTRICT OF COLUMBIA,20010,38.935129000000,-77.047710000000,38.934721000000,-77.047904000000,0.030014,4
110-13340,Beach Dr,SOUTHBOUND,Klingle Rd,DC,DISTRICT OF COLUMBIA,20008,38.934721000000,-77.047904000000,38.933217000000,-77.050115000000,0.165168,5
110-13339,Beach Dr,SOUTHBOUND,Adams Mill Rd/Harvard St,DC,DISTRICT OF COLUMBIA,20010,38.933151000000,-77.050158000000,38.928053000000,-77.043858000000,0.526512,7
110N13339,Beach Dr,SOUTHBOUND,Adams Mill Rd/Harvard St,DC,DISTRICT OF COLUMBIA,20010,38.928053000000,-77.043858000000,38.926914000000,-77.044230000000,0.082522,8
110-13338,Beach Dr,SOUTHBOUND,Rock Creek Pkwy/24th St,DC,DISTRICT OF COLUMBIA,20009,38.926914000000,-77.044230000000,38.921362000000,-77.050827000000,0.535709,9
110N13338,Beach Dr,SOUTHBOUND,Rock Creek Pkwy/24th St,DC,DISTRICT OF COLUMBIA,20009,38.921362000000,-77.050827000000,38.920848000000,-77.051345000000,0.045176,10
110-13044,Benning Rd,EASTBOUND,G St,DC,DISTRICT OF COLUMBIA,20019,38.889641000000,-76.937488000000,38.881481000000,-76.933040000000,0.615372,4
110N13045,Benning Rd,EASTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.889895000000,-76.937597000000,38.889641000000,-76.937488000000,0.018518,5
110-13045,Benning Rd,EASTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.891536000000,-76.939205000000,38.889895000000,-76.937597000000,0.144848,6
110-13046,Benning Rd,EASTBOUND,44th St,DC,DISTRICT OF COLUMBIA,20019,38.895083000000,-76.949192000000,38.891536000000,-76.939205000000,0.594493,7
110-13047,Benning Rd,EASTBOUND,Minnesota Ave,DC,DISTRICT OF COLUMBIA,20019,38.895521000000,-76.951893000000,38.895083000000,-76.949192000000,0.148950,8
110N13048,Benning Rd,EASTBOUND,DC-295/Kenilworth Ave,DC,DISTRICT OF COLUMBIA,20019,38.896148000000,-76.955513000000,38.895521000000,-76.951893000000,0.199967,9
110-13048,Benning Rd,EASTBOUND,DC-295/Kenilworth Ave,DC,DISTRICT OF COLUMBIA,20019,38.897648000000,-76.969525000000,38.896148000000,-76.955513000000,0.762831,10
110-13049,Benning Rd,EASTBOUND,Oklahoma Ave,DC,DISTRICT OF COLUMBIA,20002,38.900072000000,-76.983423000000,38.897648000000,-76.969525000000,0.767864,11
110N13050,Benning Rd,EASTBOUND,Maryland Ave/Bladensburg Rd,DC,DISTRICT OF COLUMBIA,20002,38.900151000000,-76.984312000000,38.900072000000,-76.983423000000,0.048469,12
110+13044,Benning Rd,WESTBOUND,G St,DC,DISTRICT OF COLUMBIA,20019,38.876419000000,-76.931186000000,38.881481000000,-76.933040000000,0.366875,3
110+13045,Benning Rd,WESTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.881481000000,-76.933040000000,38.889641000000,-76.937488000000,0.615372,4
110P13045,Benning Rd,WESTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.889641000000,-76.937488000000,38.889895000000,-76.937597000000,0.018518,5
110+13046,Benning Rd,WESTBOUND,44th St,DC,DISTRICT OF COLUMBIA,20019,38.889895000000,-76.937597000000,38.891536000000,-76.939205000000,0.144848,6
110+13047,Benning Rd,WESTBOUND,Minnesota Ave,DC,DISTRICT OF COLUMBIA,20019,38.891536000000,-76.939205000000,38.895170000000,-76.949119000000,0.594307,7
110+13048,Benning Rd,WESTBOUND,DC-295/Kenilworth Ave,DC,DISTRICT OF COLUMBIA,20019,38.895170000000,-76.949119000000,38.895607000000,-76.951798000000,0.147831,8
110P13048,Benning Rd,WESTBOUND,DC-295/Kenilworth Ave,DC,DISTRICT OF COLUMBIA,20019,38.895607000000,-76.951798000000,38.896283000000,-76.955443000000,0.202141,9
110+13049,Benning Rd,WESTBOUND,Oklahoma Ave,DC,DISTRICT OF COLUMBIA,20002,38.896283000000,-76.955443000000,38.897794000000,-76.969466000000,0.763576,10
110+13050,Benning Rd,WESTBOUND,Maryland Ave/Bladensburg Rd,DC,DISTRICT OF COLUMBIA,20002,38.897794000000,-76.969466000000,38.899983000000,-76.982141000000,0.699883,11
110P13050,Benning Rd,WESTBOUND,Maryland Ave/Bladensburg Rd,DC,DISTRICT OF COLUMBIA,20002,38.899983000000,-76.982141000000,38.900192000000,-76.983436000000,0.071275,12
110+10195,Branch Ave,NORTHBOUND,Alabama Ave,DC,DISTRICT OF COLUMBIA,20020,38.854875000000,-76.958123000000,38.861914000000,-76.959004000000,0.497804,1
110+10196,Branch Ave,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20020,38.861914000000,-76.959004000000,38.869281000000,-76.960415000000,0.513836,2
110+10197,Branch Ave,NORTHBOUND,Randle Cir/Minnesota Ave,DC,DISTRICT OF COLUMBIA,20019,38.869281000000,-76.960415000000,38.877547000000,-76.961385000000,0.573055,3
110-10195,Branch Ave,SOUTHBOUND,Alabama Ave,DC,DISTRICT OF COLUMBIA,20020,38.869281000000,-76.960415000000,38.861914000000,-76.959004000000,0.513836,1
110-10196,Branch Ave,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20020,38.877547000000,-76.961385000000,38.869281000000,-76.960415000000,0.573055,2
110+13553,Brentwood Pkwy,NORTHBOUND,US-1 Alt/US-50/New York Ave,DC,DISTRICT OF COLUMBIA,20002,38.909643000000,-76.995802000000,38.911787000000,-76.992008000000,0.262790,1
110P13553,Brentwood Pkwy,NORTHBOUND,US-1 Alt/US-50/New York Ave,DC,DISTRICT OF COLUMBIA,20002,38.911787000000,-76.992008000000,38.913515000000,-76.992576000000,0.128816,2
110N13553,Brentwood Pkwy,SOUTHBOUND,US-1 Alt/US-50/New York Ave,DC,DISTRICT OF COLUMBIA,20002,38.913515000000,-76.992576000000,38.912728000000,-76.992200000000,0.058163,1
110-13552,Brentwood Pkwy,SOUTHBOUND,6th St/Penn St,DC,DISTRICT OF COLUMBIA,20002,38.912728000000,-76.992200000000,38.909643000000,-76.995802000000,0.323874,2
110+13608,Calvert St,EASTBOUND,24th St,DC,DISTRICT OF COLUMBIA,20008,38.923244000000,-77.057755000000,38.923465000000,-77.052599000000,0.278760,1
110+13609,Calvert St,EASTBOUND,Connecticut Ave,DC,DISTRICT OF COLUMBIA,20008,38.923465000000,-77.052599000000,38.923535000000,-77.051505000000,0.059157,2
110+13610,Calvert St,EASTBOUND,Cathedral Ave,DC,DISTRICT OF COLUMBIA,20008,38.923535000000,-77.051505000000,38.923428000000,-77.049649000000,0.100356,3
110+13611,Calvert St,EASTBOUND,Adams Mill Rd,DC,DISTRICT OF COLUMBIA,20009,38.923428000000,-77.049649000000,38.923231000000,-77.043192200000,0.348668,4
110-13610,Calvert St,WESTBOUND,Cathedral Ave,DC,DISTRICT OF COLUMBIA,20008,38.923231000000,-77.043192200000,38.923428000000,-77.049649000000,0.348668,1
110-13609,Calvert St,WESTBOUND,Connecticut Ave,DC,DISTRICT OF COLUMBIA,20008,38.923428000000,-77.049649000000,38.923535000000,-77.051505000000,0.100356,2
110-13608,Calvert St,WESTBOUND,24th St,DC,DISTRICT OF COLUMBIA,20008,38.923535000000,-77.051505000000,38.923465000000,-77.052599000000,0.059157,3
110-13607,Calvert St,WESTBOUND,McGill Ter/29th St,DC,DISTRICT OF COLUMBIA,20008,38.923465000000,-77.052599000000,38.923244000000,-77.057755000000,0.278760,4
110-05882,Canal Rd,EASTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.930361000000,-77.111781000000,38.924780000000,-77.107108000000,0.465677,1
110-05881,Canal Rd,EASTBOUND,Reservoir Rd,DC,DISTRICT OF COLUMBIA,20007,38.924780000000,-77.107108000000,38.918736000000,-77.100431000000,0.558514,2
110-05880,Canal Rd,EASTBOUND,Macarthur Blvd,DC,DISTRICT OF COLUMBIA,20007,38.918736000000,-77.100431000000,38.905902000000,-77.079203000000,1.596066,3
110-05879,Canal Rd,EASTBOUND,US-29/Whitehurst Fwy,DC,DISTRICT OF COLUMBIA,20007,38.905902000000,-77.079203000000,38.904998000000,-77.070562000000,0.473569,4
110N05879,Canal Rd,EASTBOUND,US-29/Whitehurst Fwy,DC,DISTRICT OF COLUMBIA,20007,38.904998000000,-77.070562000000,38.905038000000,-77.069837000000,0.039583,5
110+05883,Canal Rd,WESTBOUND,Chain Brg,DC,DISTRICT OF COLUMBIA,20016,38.924780000000,-77.107108000000,38.930361000000,-77.111781000000,0.465677,1
110+05882,Canal Rd,WESTBOUND,Arizona Ave,DC,DISTRICT OF COLUMBIA,20016,38.918736000000,-77.100431000000,38.924780000000,-77.107108000000,0.558514,2
110+05881,Canal Rd,WESTBOUND,Reservoir Rd,DC,DISTRICT OF COLUMBIA,20007,38.905902000000,-77.079203000000,38.918736000000,-77.100431000000,1.596066,3
110+05880,Canal Rd,WESTBOUND,Macarthur Blvd,DC,DISTRICT OF COLUMBIA,20007,38.905055000000,-77.070528000000,38.906028000000,-77.079146000000,0.473258,5
110P05879,Canal Rd,WESTBOUND,US-29/Whitehurst Fwy,DC,DISTRICT OF COLUMBIA,20007,38.905038000000,-77.069837000000,38.905055000000,-77.070528000000,0.037657,6
110N05835,Capitol St,EASTBOUND,DC-295,DC,DISTRICT OF COLUMBIA,20019,38.889741000000,-76.962537000000,38.889724000000,-76.958068000000,0.241041,1
110-05835,Capitol St,EASTBOUND,DC-295,DC,DISTRICT OF COLUMBIA,20019,38.888745000000,-76.970586000000,38.889741000000,-76.962537000000,0.455735,2
110+05836,Capitol St,WESTBOUND,C St,DC,DISTRICT OF COLUMBIA,20002,38.889864000000,-76.959371000000,38.891036000000,-76.970763000000,0.642155,1
110P05835,Capitol St,WESTBOUND,DC-295,DC,DISTRICT OF COLUMBIA,20019,38.889833000000,-76.957939000000,38.889864000000,-76.959371000000,0.077302,2
110-10717,Cathedral Ave,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20016,38.930291000000,-77.091042000000,38.929019000000,-77.073745000000,0.955154,1
110+10717,Cathedral Ave,WESTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20016,38.929032000000,-77.073110000000,38.929019000000,-77.073745000000,0.034239,1
110+10718,Cathedral Ave,WESTBOUND,Foxhall Rd,DC,DISTRICT OF COLUMBIA,20016,38.929019000000,-77.073745000000,38.930291000000,-77.091042000000,0.955154,2
110+13055,Central Ave,EASTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.890066000000,-76.937688000000,38.889828000000,-76.932042000000,0.350718,1
110P13055,Central Ave,EASTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.889828000000,-76.932042000000,38.889367000000,-76.929813000000,0.136646,2
110+13056,Central Ave,EASTBOUND,Southern Ave,DC,DISTRICT OF COLUMBIA,20019,38.889367000000,-76.929813000000,38.885704000000,-76.918553000000,0.671920,3
110-13054,Central Ave,WESTBOUND,Benning Rd,DC,DISTRICT OF COLUMBIA,20019,38.889835000000,-76.930461000000,38.890066000000,-76.937688000000,0.402729,1
110N13055,Central Ave,WESTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.889367000000,-76.929813000000,38.889835000000,-76.930461000000,0.048842,2
110-13055,Central Ave,WESTBOUND,E Capitol St SE,DC,DISTRICT OF COLUMBIA,20019,38.885643000000,-76.918374000000,38.889367000000,-76.929813000000,0.682484,3
110-13056,Central Ave,WESTBOUND,Southern Ave,DC,DISTRICT OF COLUMBIA,20019,38.884984000000,-76.915863000000,38.885704000000,-76.918553000000,0.153362,4
110-05874,Clara Barton Pkwy,EASTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20016,38.962967000000,-77.136415600000,38.936890000000,-77.116722000000,2.130905,8
110-05884,Clara Barton Pkwy,EASTBOUND,Canal Rd,DC,DISTRICT OF COLUMBIA,20016,38.936890000000,-77.116722000000,38.930361000000,-77.111781000000,0.525394,9
110+05874,Clara Barton Pkwy,WESTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20016,38.930361000000,-77.111781000000,38.936890000000,-77.116722000000,0.525394,1
110-13604,Cleveland Ave,EASTBOUND,McGill Ter/29th St,DC,DISTRICT OF COLUMBIA,20008,38.927530000000,-77.063251000000,38.923244000000,-77.057755000000,0.418761,1
110-13605,Cleveland Ave,EASTBOUND,Garfield Ter/32nd St,DC,DISTRICT OF COLUMBIA,20008,38.930006000000,-77.066399000000,38.927530000000,-77.063251000000,0.240730,2
110+13605,Cleveland Ave,WESTBOUND,Garfield Ter/32nd St,DC,DISTRICT OF COLUMBIA,20008,38.923244000000,-77.057755000000,38.927530000000,-77.063251000000,0.418761,1
110+13606,Cleveland Ave,WESTBOUND,34th St,DC,DISTRICT OF COLUMBIA,20008,38.927530000000,-77.063251000000,38.930006000000,-77.066399000000,0.240730,2
110-06845,Colesville Rd,WESTBOUND,DC-390/16th St,DC,DISTRICT OF COLUMBIA,20012,38.996008000000,-77.028231000000,38.992195000000,-77.036494000000,0.531359,2
110+06848,Connecticut Ave,NORTHBOUND,Dupont Cir,DC,DISTRICT OF COLUMBIA,20036,38.902616000000,-77.039409000000,38.909107000000,-77.043040000000,0.491030,2
110P06848,Connecticut Ave,NORTHBOUND,Dupont Cir,DC,DISTRICT OF COLUMBIA,20036,38.909107000000,-77.043040000000,38.910225000000,-77.043707000000,0.085132,3
110+06849,Connecticut Ave,NORTHBOUND,Calvert St,DC,DISTRICT OF COLUMBIA,20008,38.910225000000,-77.043707000000,38.923535000000,-77.051505000000,1.033140,4
110+06850,Connecticut Ave,NORTHBOUND,Tilden St,DC,DISTRICT OF COLUMBIA,20008,38.923535000000,-77.051505000000,38.940901000000,-77.061621000000,1.316560,5
110+06851,Connecticut Ave,NORTHBOUND,Brandywine St,DC,DISTRICT OF COLUMBIA,20008,38.941013000000,-77.061685000000,38.949647000000,-77.066690000000,0.653961,7
110+06852,Connecticut Ave,NORTHBOUND,Nebraska Ave,DC,DISTRICT OF COLUMBIA,20008,38.949647000000,-77.066690000000,38.955728000000,-77.070253000000,0.461390,8
110P06852,Connecticut Ave,NORTHBOUND,Nebraska Ave,DC,DISTRICT OF COLUMBIA,20008,38.955728000000,-77.070253000000,38.956016000000,-77.070412000000,0.021625,9
110+06853,Connecticut Ave,NORTHBOUND,Military Rd,DC,DISTRICT OF COLUMBIA,20015,38.956016000000,-77.070412000000,38.961013000000,-77.073325000000,0.378868,10
110-06847,Connecticut Ave,SOUTHBOUND,K St,DC,DISTRICT OF COLUMBIA,20006,38.909076000000,-77.043141000000,38.902616000000,-77.039513000000,0.487613,2
110N06848,Connecticut Ave,SOUTHBOUND,Dupont Cir,DC,DISTRICT OF COLUMBIA,20036,38.910193000000,-77.043793000000,38.909076000000,-77.043141000000,0.084697,3
110-06848,Connecticut Ave,SOUTHBOUND,Dupont Cir,DC,DISTRICT OF COLUMBIA,20036,38.923535000000,-77.051505000000,38.910193000000,-77.043793000000,1.037676,4
110-06849,Connecticut Ave,SOUTHBOUND,Calvert St,DC,DISTRICT OF COLUMBIA,20008,38.940901000000,-77.061621000000,38.923535000000,-77.051505000000,1.316560,5
110-06850,Connecticut Ave,SOUTHBOUND,Tilden St,DC,DISTRICT OF COLUMBIA,20008,38.949647000000,-77.066690000000,38.941013000000,-77.061685000000,0.653961,7
110-06851,Connecticut Ave,SOUTHBOUND,Brandywine St,DC,DISTRICT OF COLUMBIA,20008,38.955728000000,-77.070253000000,38.949647000000,-77.066690000000,0.461390,8
110N06852,Connecticut Ave,SOUTHBOUND,Nebraska Ave,DC,DISTRICT OF COLUMBIA,20008,38.956016000000,-77.070412000000,38.955728000000,-77.070253000000,0.021625,9
110-06852,Connecticut Ave,SOUTHBOUND,Nebraska Ave,DC,DISTRICT OF COLUMBIA,20008,38.961013000000,-77.073325000000,38.956016000000,-77.070412000000,0.378868,10
110-06853,Connecticut Ave,SOUTHBOUND,Military Rd,DC,DISTRICT OF COLUMBIA,20015,38.967630000000,-77.077603000000,38.961013000000,-77.073325000000,0.518745,11
110+06701,Constitution Ave,EASTBOUND,14th St,DC,DISTRICT OF COLUMBIA,20002,38.892004000000,-76.995569000000,38.891988000000,-76.985490000000,0.543663,1
110+07936,Constitution Ave,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20002,38.892006000000,-77.002028000000,38.892004000000,-76.995569000000,0.348233,2
110P07935,Constitution Ave,EASTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.891915000000,-77.003532000000,38.892006000000,-77.002028000000,0.081466,3
110+07935,Constitution Ave,EASTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.892032000000,-77.013140000000,38.891915000000,-77.003532000000,0.519490,4
110+06700,Constitution Ave,EASTBOUND,Louisiana Ave,DC,DISTRICT OF COLUMBIA,20001,38.892213000000,-77.018352000000,38.892032000000,-77.013140000000,0.291064,5
110P07934,Constitution Ave,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20001,38.892148000000,-77.018883000000,38.892213000000,-77.018352000000,0.032624,6
110+07934,Constitution Ave,EASTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20001,38.892074000000,-77.031974000000,38.892148000000,-77.018883000000,0.706843,7
110-07936,Constitution Ave,WESTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20002,38.891988000000,-76.985490000000,38.892004000000,-76.995569000000,0.543663,1
110-07935,Constitution Ave,WESTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.892004000000,-76.995569000000,38.892006000000,-77.002028000000,0.348233,2
110N07935,Constitution Ave,WESTBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.892006000000,-77.002028000000,38.891915000000,-77.003532000000,0.094453,3
110-06700,Constitution Ave,WESTBOUND,Louisiana Ave,DC,DISTRICT OF COLUMBIA,20001,38.891915000000,-77.003532000000,38.892121000000,-77.013135000000,0.518745,4
110-07934,Constitution Ave,WESTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20001,38.892121000000,-77.013135000000,38.892331000000,-77.018224000000,0.282737,5
110N07934,Constitution Ave,WESTBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20001,38.892331000000,-77.018224000000,38.892148000000,-77.018883000000,0.042628,6
110-06698,Constitution Ave,WESTBOUND,US-50/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.892084000000,-77.039477000000,38.892163000000,-77.050089000000,0.573117,9
110N06698,Constitution Ave,WESTBOUND,US-50/23rd St,DC,DISTRICT OF COLUMBIA,20037,38.892163000000,-77.050089000000,38.892362000000,-77.050826000000,0.043063,10
110N10204,C St,EASTBOUND,21st St,DC,DISTRICT OF COLUMBIA,20002,38.893242000000,-76.976123000000,38.893144000000,-76.975152000000,0.052881,1
110+13669,C St,EASTBOUND,Kentucky Ave,DC,DISTRICT OF COLUMBIA,20003,38.885346000000,-76.988296000000,38.885343000000,-76.986541000000,0.094639,1
110+13670,C St,EASTBOUND,17th St,DC,DISTRICT OF COLUMBIA,20003,38.885343000000,-76.986541000000,38.885336000000,-76.980746000000,0.312378,2
110+13568,C St,EASTBOUND,Virginia Ave,DC,DISTRICT OF COLUMBIA,20006,38.893461000000,-77.050127000000,38.893766000000,-77.044103000000,0.329528,2
110-10203,C St,EASTBOUND,Capitol St/Whitney M Young Meml Brg,DC,DISTRICT OF COLUMBIA,20003,38.893144000000,-76.975152000000,38.891267000000,-76.973879000000,0.156593,2
110-10204,C St,EASTBOUND,21st St,DC,DISTRICT OF COLUMBIA,20002,38.893003000000,-76.982221000000,38.893242000000,-76.976123000000,0.331828,3
110+13671,C St,EASTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.885336000000,-76.980746000000,38.885347000000,-76.979340000000,0.075811,3
110-10205,C St,EASTBOUND,North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.893312000000,-76.982225000000,38.893132000000,-76.982221000000,0.012428,4
110+13672,C St,EASTBOUND,19th St,DC,DISTRICT OF COLUMBIA,20003,38.885347000000,-76.979340000000,38.885347000000,-76.977268000000,0.111728,4
110+10204,C St,WESTBOUND,21st St,DC,DISTRICT OF COLUMBIA,20002,38.891036000000,-76.970763000000,38.893351000000,-76.975159000000,0.294668,1
110-13668,C St,WESTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20003,38.885343000000,-76.986541000000,38.885346000000,-76.988296000000,0.094639,1
110-13567,C St,WESTBOUND,23rd St,DC,DISTRICT OF COLUMBIA,20037,38.893766000000,-77.044103000000,38.893461000000,-77.050127000000,0.329528,2
110-13669,C St,WESTBOUND,Kentucky Ave,DC,DISTRICT OF COLUMBIA,20003,38.885336000000,-76.980746000000,38.885343000000,-76.986541000000,0.312378,2
110P10204,C St,WESTBOUND,21st St,DC,DISTRICT OF COLUMBIA,20002,38.893351000000,-76.975159000000,38.893360000000,-76.976030000000,0.046978,2
110-13671,C St,WESTBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.885347000000,-76.977268000000,38.885347000000,-76.979340000000,0.111728,3
110+10205,C St,WESTBOUND,North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.893360000000,-76.976030000000,38.893361000000,-76.980760000000,0.255085,3
110P10205,C St,WESTBOUND,North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.893361000000,-76.980760000000,38.893358000000,-76.981253000000,0.026596,4
110+10206,C St,WESTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20002,38.893358000000,-76.981253000000,38.893590000000,-76.988307000000,0.383217,5
110+10207,C St,WESTBOUND,6th St,DC,DISTRICT OF COLUMBIA,20002,38.893590000000,-76.988307000000,38.893572000000,-76.998441000000,0.546459,6
110-06824,C St/4th St/Massachusetts Ave/6th St,EASTBOUND,4th St/Maryland Ave/C St/6th St,DC,DISTRICT OF COLUMBIA,20002,38.897401000000,-77.009011000000,38.894077000000,-77.000586000000,0.532975,26
110N06824,C St/4th St/Massachusetts Ave/6th St,EASTBOUND,4th St/Maryland Ave/C St/6th St,DC,DISTRICT OF COLUMBIA,20002,38.894077000000,-77.000586000000,38.893839000000,-77.000588000000,0.016405,27
110+06824,C St/4th St/Massachusetts Ave/6th St,WESTBOUND,4th St/Maryland Ave/C St/6th St,DC,DISTRICT OF COLUMBIA,20002,38.894067000000,-76.998763000000,38.894080000000,-77.000228000000,0.078980,11
110P06824,C St/4th St/Massachusetts Ave/6th St,WESTBOUND,4th St/Maryland Ave/C St/6th St,DC,DISTRICT OF COLUMBIA,20002,38.894080000000,-77.000228000000,38.894077000000,-77.000586000000,0.019326,12
110N13297,Dalecarlia Pkwy,SOUTHBOUND,Loughboro Rd,DC,DISTRICT OF COLUMBIA,20016,38.936101000000,-77.106379000000,38.935762000000,-77.106555000000,0.025850,1
110-13297,Dalecarlia Pkwy,SOUTHBOUND,Loughboro Rd,DC,DISTRICT OF COLUMBIA,20016,38.948610000000,-77.101295000000,38.936101000000,-77.106379000000,0.940116,2
110P04275,DC-295,NORTHBOUND,I-295/Exit 4,DC,DISTRICT OF COLUMBIA,20020,38.866357000000,-76.991274000000,38.869683000000,-76.987117000000,0.328845,1
110+04276,DC-295,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20020,38.869683000000,-76.987117000000,38.874175000000,-76.977175000000,0.619784,2
110P04276,DC-295,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20020,38.874175000000,-76.977175000000,38.876043000000,-76.969812000000,0.421309,3
110+04277,DC-295,NORTHBOUND,Capitol St,DC,DISTRICT OF COLUMBIA,20019,38.876043000000,-76.969812000000,38.889727000000,-76.958264000000,1.164814,4
110P04277,DC-295,NORTHBOUND,Capitol St,DC,DISTRICT OF COLUMBIA,20019,38.889727000000,-76.958264000000,38.891493000000,-76.956233000000,0.164982,5
110+04278,DC-295,NORTHBOUND,Baker St,DC,DISTRICT OF COLUMBIA,20019,38.891493000000,-76.956233000000,38.893408000000,-76.954362000000,0.166225,6
110+04279,DC-295,NORTHBOUND,Benning Rd,DC,DISTRICT OF COLUMBIA,20019,38.893408000000,-76.954362000000,38.894693000000,-76.952895400000,0.119060,7
110P04279,DC-295,NORTHBOUND,Benning Rd,DC,DISTRICT OF COLUMBIA,20019,38.894693000000,-76.952895400000,38.897376000000,-76.949915000000,0.245329,8
110+04280,DC-295,NORTHBOUND,Nannie Helen Burroughs Ave,DC,DISTRICT OF COLUMBIA,20019,38.897376000000,-76.949915000000,38.900396000000,-76.946061000000,0.294295,9
110P04280,DC-295,NORTHBOUND,Nannie Helen Burroughs Ave,DC,DISTRICT OF COLUMBIA,20019,38.900396000000,-76.946061000000,38.905548000000,-76.940010000000,0.482579,10
110+04281,DC-295,NORTHBOUND,Polk St,DC,DISTRICT OF COLUMBIA,20019,38.905548000000,-76.940010000000,38.906530800000,-76.939104600000,0.083578,11
110P04281,DC-295,NORTHBOUND,Polk St,DC,DISTRICT OF COLUMBIA,20019,38.906530800000,-76.939104600000,38.909293000000,-76.936642000000,0.232279,12
110+04282,DC-295,NORTHBOUND,Eastern Ave,DC,DISTRICT OF COLUMBIA,20019,38.909293000000,-76.936642000000,38.912189000000,-76.934045000000,0.243962,13
