tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order
110+06548,10th St/K St,EASTBOUND,9th St,DC,DISTRICT OF COLUMBIA,20001,38.902534000000,-77.031945000000,38.902521000000,-77.026005000000,0.320145,8
110-06548,10th St/K St,WESTBOUND,9th St,DC,DISTRICT OF COLUMBIA,20001,38.902501000000,-77.021898000000,38.902517000000,-77.024008000000,0.175359,5
110+13544,11th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.876549000000,-76.991526000000,38.882636000000,-76.991528000000,0.419942,2
110P13544,11th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.882636000000,-76.991528000000,38.882877000000,-76.991525000000,0.016654,3
110+13545,11th St,NORTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20003,38.882877000000,-76.991525000000,38.887568000000,-76.991547000000,0.323687,4
110+13546,11th St,NORTHBOUND,N Carolina Ave SE,DC,DISTRICT OF COLUMBIA,20002,38.887568000000,-76.991547000000,38.889268000000,-76.991518000000,0.117320,5
110+13782,11th St,NORTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20002,38.891986000000,-76.991504000000,38.893565000000,-76.991537000000,0.108994,6
110+13549,11th St,NORTHBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.893565000000,-76.991537000000,38.896771000000,-76.991520000000,0.221218,7
110+13550,11th St,NORTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20002,38.896861000000,-76.991525000000,38.900207000000,-76.991529000000,0.230788,8
110+13551,11th St,NORTHBOUND,Florida Ave,DC,DISTRICT OF COLUMBIA,20002,38.900207000000,-76.991529000000,38.903317000000,-76.991521000000,0.214569,9
110+06543,11th St,NORTHBOUND,US-29/Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20005,38.903944000000,-77.026974000000,38.910473000000,-77.027048000000,0.451447,638
110+07925,11th St,NORTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.902522000000,-77.026984000000,38.903944000000,-77.026974000000,0.098119,640
110-13550,11th St,SOUTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20002,38.903317000000,-76.991521000000,38.900207000000,-76.991529000000,0.214569,1
110-13549,11th St,SOUTHBOUND,Maryland Ave,DC,DISTRICT OF COLUMBIA,20002,38.900207000000,-76.991529000000,38.896861000000,-76.991525000000,0.230788,2
110-13782,11th St,SOUTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20002,38.896771000000,-76.991520000000,38.893565000000,-76.991537000000,0.221218,4
110-13548,11th St,SOUTHBOUND,Constitution Ave,DC,DISTRICT OF COLUMBIA,20002,38.893565000000,-76.991537000000,38.891986000000,-76.991504000000,0.108994,5
110-13547,11th St,SOUTHBOUND,E Capitol St NE,DC,DISTRICT OF COLUMBIA,20002,38.891986000000,-76.991504000000,38.890385000000,-76.991523000000,0.110485,6
110-13546,11th St,SOUTHBOUND,N Carolina Ave SE,DC,DISTRICT OF COLUMBIA,20002,38.890385000000,-76.991523000000,38.889268000000,-76.991518000000,0.077054,7
110-13545,11th St,SOUTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20003,38.889268000000,-76.991518000000,38.887568000000,-76.991547000000,0.117320,8
110-13544,11th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887568000000,-76.991547000000,38.882877000000,-76.991525000000,0.323687,9
110N13544,11th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.882877000000,-76.991525000000,38.882636000000,-76.991528000000,0.016654,10
110-13543,11th St,SOUTHBOUND,M St,DC,DISTRICT OF COLUMBIA,20003,38.882636000000,-76.991528000000,38.876549000000,-76.991526000000,0.419942,11
110-13542,11th St,SOUTHBOUND,I-295/11th St/N St SE,DC,DISTRICT OF COLUMBIA,20003,38.876439000000,-76.991528000000,38.874647000000,-76.991478800000,0.123659,13
110-06542,11th St,SOUTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20001,38.903984000000,-77.027082000000,38.902519000000,-77.027088000000,0.101102,64
110-07925,11th St,SOUTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.910473000000,-77.027048000000,38.903984000000,-77.027082000000,0.448402,66
110-06823,11th St/Massachusetts Ave/Capitol St,EASTBOUND,11th St,DC,DISTRICT OF COLUMBIA,20002,38.893067000000,-76.998449000000,38.890385000000,-76.991523000000,0.417954,32
110+06823,11th St/Massachusetts Ave/Capitol St,WESTBOUND,11th St,DC,DISTRICT OF COLUMBIA,20002,38.890348000000,-76.988922000000,38.890385000000,-76.991523000000,0.140250,6
110P11259,12th St,NORTHBOUND,I-395/Southwest Fwy/Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.882105000000,-77.027633000000,38.882674200000,-77.027929000000,0.042690,1
110+11260,12th St,NORTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.882674200000,-77.027929000000,38.887569000000,-77.027957000000,0.339906,2
110+11261,12th St,NORTHBOUND,US-50/US-1/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.887569000000,-77.027957000000,38.892065000000,-77.027976000000,0.314926,3
110+11262,12th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20004,38.892065000000,-77.027976000000,38.894917000000,-77.028109000000,0.198475,4
110+13715,12th St,NORTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.895009000000,-77.028105000000,38.899809000000,-77.028097000000,0.331393,6
110+11263,12th St,NORTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.899809000000,-77.028097000000,38.900670000000,-77.028077000000,0.059406,7
110P11263,12th St,NORTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.900670000000,-77.028077000000,38.900824000000,-77.028083000000,0.010626,8
110+11264,12th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20005,38.900824000000,-77.028083000000,38.902443000000,-77.028090000000,0.111728,9
110+11265,12th St,NORTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.902512000000,-77.028088000000,38.904320000000,-77.028102000000,0.124777,11
110+11266,12th St,NORTHBOUND,Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20005,38.904320000000,-77.028102000000,38.910108000000,-77.028077000000,0.399436,12
110-11265,12th St,SOUTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.904320000000,-77.028102000000,38.910108000000,-77.028077000000,0.139194,1
110-11261,12th St,SOUTHBOUND,US-50/US-1/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.894917000000,-77.028109000000,38.892067000000,-77.028223000000,0.198289,3
110-11260,12th St,SOUTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.892067000000,-77.028223000000,38.887569000000,-77.028176000000,0.716723,4
110-11259,12th St,SOUTHBOUND,I-395/Southwest Fwy/Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.887569000000,-77.028176000000,38.883178000000,-77.028144000000,0.304300,5
110N11259,12th St,SOUTHBOUND,I-395/Southwest Fwy/Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.883178000000,-77.028144000000,38.881438000000,-77.027003000000,0.143233,6
110P10132,13th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.881322000000,-76.988305000000,38.881553000000,-76.988298000000,0.015970,1
110+10133,13th St,NORTHBOUND,Independence Ave/Kentucky Ave,DC,DISTRICT OF COLUMBIA,20003,38.881553000000,-76.988298000000,38.885945000000,-76.988298000000,0.302995,2
110+10139,13th St,NORTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.895492000000,-77.029657000000,38.899817000000,-77.029574000000,0.298521,2
110+10140,13th St,NORTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.899817000000,-77.029574000000,38.900151000000,-77.029571000000,0.023054,3
110P10133,13th St,NORTHBOUND,Independence Ave/Kentucky Ave,DC,DISTRICT OF COLUMBIA,20003,38.887240000000,-76.988252000000,38.887571000000,-76.988280000000,0.098678,3
110+10134,13th St,NORTHBOUND,E Capitol St NE/Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.887571000000,-76.988280000000,38.888968000000,-76.988308000000,0.096379,4
110+10141,13th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20005,38.900294000000,-77.029575000000,38.902525000000,-77.029644000000,0.153983,5
110P10134,13th St,NORTHBOUND,E Capitol St NE/Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20003,38.888968000000,-76.988308000000,38.889236000000,-76.988310000000,0.018518,5
110+10135,13th St,NORTHBOUND,E Capitol St NE/North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.889236000000,-76.988310000000,38.890065000000,-76.988309000000,0.057231,6
110P10135,13th St,NORTHBOUND,E Capitol St NE/North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.890065000000,-76.988309000000,38.890625000000,-76.988289000000,0.038838,7
110+10142,13th St,NORTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.902633000000,-77.029638000000,38.904790000000,-77.029623000000,0.148887,7
110+10136,13th St,NORTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20002,38.890625000000,-76.988289000000,38.893590000000,-76.988307000000,0.205311,8
110+10143,13th St,NORTHBOUND,Rhode Island Ave/Vermont Ave,DC,DISTRICT OF COLUMBIA,20005,38.904893000000,-77.029620000000,38.909168000000,-77.029327000000,0.299577,9
110+10137,13th St,NORTHBOUND,Florida Ave,DC,DISTRICT OF COLUMBIA,20002,38.893590000000,-76.988307000000,38.901958000000,-76.988327000000,0.577591,9
110P10143,13th St,NORTHBOUND,Rhode Island Ave/Vermont Ave,DC,DISTRICT OF COLUMBIA,20005,38.909168000000,-77.029327000000,38.910024000000,-77.029142000000,0.071212,10
110+10144,13th St,NORTHBOUND,U St,DC,DISTRICT OF COLUMBIA,20009,38.910024000000,-77.029142000000,38.917003000000,-77.029606000000,0.493392,11
110+10145,13th St,NORTHBOUND,Columbia Rd,DC,DISTRICT OF COLUMBIA,20009,38.917003000000,-77.029606000000,38.927629000000,-77.029712000000,0.733314,12
110+10146,13th St,NORTHBOUND,Upshur St,DC,DISTRICT OF COLUMBIA,20011,38.927629000000,-77.029712000000,38.941857000000,-77.029704000000,0.981626,13
110+10147,13th St,NORTHBOUND,Gallatin St,DC,DISTRICT OF COLUMBIA,20011,38.941857000000,-77.029704000000,38.951858000000,-77.029702000000,0.690065,14
110+10148,13th St,NORTHBOUND,Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.951858000000,-77.029702000000,38.961468000000,-77.029698000000,0.663034,15
110+10149,13th St,NORTHBOUND,Aspen St,DC,DISTRICT OF COLUMBIA,20012,38.961526000000,-77.029696000000,38.972249000000,-77.029644000000,0.718090,17
110N10132,13th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.881553000000,-76.988298000000,38.881322000000,-76.988305000000,0.015970,1
110-10132,13th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20003,38.887240000000,-76.988252000000,38.881553000000,-76.988298000000,0.392414,2
110-10138,13th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20004,38.899817000000,-77.029574000000,38.895492000000,-77.029657000000,0.298521,2
110-10139,13th St,SOUTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.900151000000,-77.029571000000,38.899817000000,-77.029574000000,0.023054,3
110N10133,13th St,SOUTHBOUND,Independence Ave/Kentucky Ave,DC,DISTRICT OF COLUMBIA,20003,38.887571000000,-76.988280000000,38.887240000000,-76.988252000000,0.113965,3
110-10135,13th St,SOUTHBOUND,E Capitol St NE/North Carolina Ave,DC,DISTRICT OF COLUMBIA,20002,38.893590000000,-76.988307000000,38.891581000000,-76.988756000000,0.144476,4
110-10140,13th St,SOUTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.902525000000,-77.029644000000,38.900294000000,-77.029575000000,0.153983,5
110-10136,13th St,SOUTHBOUND,C St,DC,DISTRICT OF COLUMBIA,20002,38.901958000000,-76.988327000000,38.893590000000,-76.988307000000,0.577591,5
110-10141,13th St,SOUTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20005,38.904790000000,-77.029623000000,38.902633000000,-77.029638000000,0.148887,7
110-10142,13th St,SOUTHBOUND,Massachusetts Ave,DC,DISTRICT OF COLUMBIA,20005,38.909241000000,-77.030082000000,38.904893000000,-77.029620000000,0.309706,8
110N10143,13th St,SOUTHBOUND,Rhode Island Ave/Vermont Ave,DC,DISTRICT OF COLUMBIA,20005,38.910164000000,-77.029899000000,38.909241000000,-77.030082000000,0.076370,10
110-10143,13th St,SOUTHBOUND,Rhode Island Ave/Vermont Ave,DC,DISTRICT OF COLUMBIA,20005,38.917003000000,-77.029606000000,38.910164000000,-77.029899000000,0.476676,11
110-10144,13th St,SOUTHBOUND,U St,DC,DISTRICT OF COLUMBIA,20009,38.927629000000,-77.029712000000,38.917003000000,-77.029606000000,0.733314,12
110-10145,13th St,SOUTHBOUND,Columbia Rd,DC,DISTRICT OF COLUMBIA,20009,38.941857000000,-77.029704000000,38.927629000000,-77.029712000000,0.981626,13
110-10146,13th St,SOUTHBOUND,Upshur St,DC,DISTRICT OF COLUMBIA,20011,38.951858000000,-77.029702000000,38.941857000000,-77.029704000000,0.690065,14
110-10147,13th St,SOUTHBOUND,Gallatin St,DC,DISTRICT OF COLUMBIA,20011,38.961468000000,-77.029698000000,38.951858000000,-77.029702000000,0.663034,15
110-10148,13th St,SOUTHBOUND,Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.972249000000,-77.029644000000,38.961526000000,-77.029696000000,0.747420,16
110-06822,13th St/Massachusetts Ave/Capitol St,EASTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20003,38.889268000000,-76.991518000000,38.889224000000,-76.988875000000,0.142984,34
110N06822,13th St/Massachusetts Ave/Capitol St,EASTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20003,38.889224000000,-76.988875000000,38.888968000000,-76.988308000000,0.035296,35
110+06822,13th St/Massachusetts Ave/Capitol St,WESTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20003,38.888223000000,-76.986211000000,38.888968000000,-76.988308000000,0.124653,3
110P06822,13th St/Massachusetts Ave/Capitol St,WESTBOUND,13th St,DC,DISTRICT OF COLUMBIA,20003,38.888968000000,-76.988308000000,38.889236000000,-76.988310000000,0.018518,4
110+10151,14th St,NORTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.892074000000,-77.031974000000,38.899374000000,-77.031907000000,0.503583,1
110+10152,14th St,NORTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.899478000000,-77.031912000000,38.900186000000,-77.031910000000,0.048842,3
110+10153,14th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20005,38.900186000000,-77.031910000000,38.902534000000,-77.031945000000,0.161999,4
110+10154,14th St,NORTHBOUND,Massachusetts Ave/M St,DC,DISTRICT OF COLUMBIA,20005,38.902604000000,-77.031942000000,38.905313000000,-77.031876000000,0.187663,6
110P10154,14th St,NORTHBOUND,Massachusetts Ave/M St,DC,DISTRICT OF COLUMBIA,20005,38.905313000000,-77.031876000000,38.905881000000,-77.031635000000,0.051328,7
110+10155,14th St,NORTHBOUND,Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20005,38.905881000000,-77.031635000000,38.908852000000,-77.031952000000,0.208293,8
110+10156,14th St,NORTHBOUND,U St,DC,DISTRICT OF COLUMBIA,20009,38.908852000000,-77.031952000000,38.917000000000,-77.031947000000,0.562305,9
110+10157,14th St,NORTHBOUND,Irving St,DC,DISTRICT OF COLUMBIA,20010,38.917000000000,-77.031947000000,38.928814000000,-77.032665000000,0.817265,10
110+10158,14th St,NORTHBOUND,Upshur St,DC,DISTRICT OF COLUMBIA,20011,38.928814000000,-77.032665000000,38.941839000000,-77.032716000000,0.898669,11
110+10760,14th St,NORTHBOUND,Military Rd/Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.941839000000,-77.032716000000,38.961614000000,-77.033389000000,1.376836,12
110P10760,14th St,NORTHBOUND,Military Rd/Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.961614000000,-77.033389000000,38.962066000000,-77.033433000000,0.031940,13
110+06537,14th St,NORTHBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.878199200000,-77.037332800000,38.881897000000,-77.033134000000,0.348046,954
110P06537,14th St,NORTHBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.881897000000,-77.033134000000,38.883629200000,-77.032045600000,0.133601,955
110+06538,14th St,NORTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.883629200000,-77.032045600000,38.887530000000,-77.031893000000,0.269874,956
110+06539,14th St,NORTHBOUND,US-50/US-1/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.887644000000,-77.031899000000,38.892074000000,-77.031974000000,0.306350,958
110N10760,14th St,SOUTHBOUND,Military Rd/Missouri Ave,DC,DISTRICT OF COLUMBIA,20011,38.962066000000,-77.033433000000,38.961617000000,-77.033492000000,0.031816,1
110-10158,14th St,SOUTHBOUND,Upshur St,DC,DISTRICT OF COLUMBIA,20011,38.961617000000,-77.033492000000,38.941839000000,-77.032716000000,1.377333,2
110-10157,14th St,SOUTHBOUND,Irving St,DC,DISTRICT OF COLUMBIA,20010,38.941839000000,-77.032716000000,38.928814000000,-77.032665000000,0.898669,3
110-10156,14th St,SOUTHBOUND,U St,DC,DISTRICT OF COLUMBIA,20009,38.928814000000,-77.032665000000,38.917000000000,-77.031947000000,0.817265,4
110-10155,14th St,SOUTHBOUND,Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20005,38.917000000000,-77.031947000000,38.908852000000,-77.031952000000,0.562305,5
110-10154,14th St,SOUTHBOUND,Massachusetts Ave/M St,DC,DISTRICT OF COLUMBIA,20005,38.908852000000,-77.031952000000,38.905979000000,-77.032095000000,0.199159,6
110N10154,14th St,SOUTHBOUND,Massachusetts Ave/M St,DC,DISTRICT OF COLUMBIA,20005,38.905979000000,-77.032095000000,38.905502000000,-77.032348000000,0.040329,7
110-10153,14th St,SOUTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20005,38.905502000000,-77.032348000000,38.902604000000,-77.031942000000,0.205559,8
110-10152,14th St,SOUTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.902534000000,-77.031945000000,38.900186000000,-77.031910000000,0.161999,10
110-10151,14th St,SOUTHBOUND,New York Ave,DC,DISTRICT OF COLUMBIA,20005,38.900186000000,-77.031910000000,38.899478000000,-77.031912000000,0.048842,11
110-10150,14th St,SOUTHBOUND,US-50/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.899374000000,-77.031907000000,38.892074000000,-77.031974000000,0.503583,13
110-06538,14th St,SOUTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.892074000000,-77.031974000000,38.887651000000,-77.032018000000,0.305977,965
110-06537,14th St,SOUTHBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.887542000000,-77.032023000000,38.883668000000,-77.032172000000,0.267886,967
110N06537,14th St,SOUTHBOUND,Maine Ave,DC,DISTRICT OF COLUMBIA,20024,38.883668000000,-77.032172000000,38.881951000000,-77.033255000000,0.132545,968
110-06536,14th St,SOUTHBOUND,I-395,DC,DISTRICT OF COLUMBIA,20004,38.881951000000,-77.033255000000,38.879076600000,-77.038920800000,0.392041,969
110+13700,15th St,NORTHBOUND,New York Ave/Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20005,38.895546000000,-77.033741000000,38.898778000000,-77.033674000000,0.223020,2
110+13699,15th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20004,38.892082000000,-77.033638000000,38.895445000000,-77.033743000000,0.232155,3
110+13698,15th St,NORTHBOUND,US-50/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.887838000000,-77.033663000000,38.892082000000,-77.033638000000,0.310949,4
110-13699,15th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20004,38.898778000000,-77.033674000000,38.895546000000,-77.033741000000,0.223020,1
110-13698,15th St,SOUTHBOUND,US-50/Constitution Ave,DC,DISTRICT OF COLUMBIA,20004,38.895445000000,-77.033743000000,38.892082000000,-77.033638000000,0.232155,3
110-13697,15th St,SOUTHBOUND,Independence Ave,DC,DISTRICT OF COLUMBIA,20004,38.892082000000,-77.033638000000,38.887838000000,-77.033663000000,0.310949,4
110+06834,16th St,NORTHBOUND,Eye St/I St,DC,DISTRICT OF COLUMBIA,20005,38.900232000000,-77.036558000000,38.901332000000,-77.036526000000,0.075935,1
110+06835,16th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20006,38.901332000000,-77.036526000000,38.902423000000,-77.036547000000,0.075252,2
110P06835,16th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20006,38.902423000000,-77.036547000000,38.902622000000,-77.036551000000,0.013733,3
110+07884,16th St,NORTHBOUND,Massachusetts Ave/Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20036,38.902622000000,-77.036551000000,38.905810000000,-77.036464000000,0.220597,4
110P07884,16th St,NORTHBOUND,Massachusetts Ave/Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20036,38.905810000000,-77.036464000000,38.908695000000,-77.036492000000,0.199097,5
110+06836,16th St,NORTHBOUND,U St/New Hampshire Ave,DC,DISTRICT OF COLUMBIA,20009,38.908695000000,-77.036492000000,38.916991000000,-77.036508000000,0.572807,6
110+07885,16th St,NORTHBOUND,Park Rd,DC,DISTRICT OF COLUMBIA,20010,38.917054000000,-77.036506000000,38.931672000000,-77.036453000000,1.008594,8
110+06837,16th St,NORTHBOUND,Kennedy St/Morrow Dr,DC,DISTRICT OF COLUMBIA,20011,38.931672000000,-77.036453000000,38.956198000000,-77.036351000000,1.693501,9
110+07886,16th St,NORTHBOUND,Missouri Ave/Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.956198000000,-77.036351000000,38.962379000000,-77.036319000000,0.426343,10
110P07886,16th St,NORTHBOUND,Missouri Ave/Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.962379000000,-77.036319000000,38.963071000000,-77.036309000000,0.047786,11
110P06838,16th St,NORTHBOUND,Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.962507000000,-77.036319000000,38.963071000000,-77.036309000000,0.038962,12
110+06839,16th St,NORTHBOUND,Alaska Ave,DC,DISTRICT OF COLUMBIA,20012,38.963071000000,-77.036309000000,38.974878000000,-77.036302000000,0.814531,13
110+06840,16th St,NORTHBOUND,Kalmia Rd,DC,DISTRICT OF COLUMBIA,20012,38.974878000000,-77.036302000000,38.985635000000,-77.036290000000,0.742262,14
110-06833,16th St,SOUTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20005,38.901332000000,-77.036526000000,38.900232000000,-77.036558000000,0.075935,2
110-06834,16th St,SOUTHBOUND,Eye St/I St,DC,DISTRICT OF COLUMBIA,20005,38.902423000000,-77.036547000000,38.901332000000,-77.036526000000,0.075252,3
110N06835,16th St,SOUTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20006,38.902622000000,-77.036551000000,38.902423000000,-77.036547000000,0.013733,4
110-06835,16th St,SOUTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20006,38.905821000000,-77.036570000000,38.902622000000,-77.036551000000,0.221653,5
110N07884,16th St,SOUTHBOUND,Massachusetts Ave/Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20036,38.908698000000,-77.036608000000,38.905821000000,-77.036570000000,0.198599,6
110-06840,16th St,SOUTHBOUND,Kalmia Rd,DC,DISTRICT OF COLUMBIA,20012,38.992374400000,-77.036462600000,38.985658000000,-77.036397000000,0.464310,7
110-07884,16th St,SOUTHBOUND,Massachusetts Ave/Rhode Island Ave,DC,DISTRICT OF COLUMBIA,20036,38.916991000000,-77.036508000000,38.908698000000,-77.036608000000,0.572558,8
110N06838,16th St,SOUTHBOUND,Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.963016000000,-77.036430000000,38.962532000000,-77.036429000000,0.033369,9
110-06836,16th St,SOUTHBOUND,U St/New Hampshire Ave,DC,DISTRICT OF COLUMBIA,20009,38.931672000000,-77.036453000000,38.917054000000,-77.036506000000,1.008594,9
110-07885,16th St,SOUTHBOUND,Park Rd,DC,DISTRICT OF COLUMBIA,20010,38.956198000000,-77.036449000000,38.931672000000,-77.036453000000,1.693004,10
110-07886,16th St,SOUTHBOUND,Missouri Ave/Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.963249000000,-77.036428000000,38.963016000000,-77.036430000000,0.016094,10
110-06837,16th St,SOUTHBOUND,Kennedy St/Morrow Dr,DC,DISTRICT OF COLUMBIA,20011,38.962408000000,-77.036432000000,38.956198000000,-77.036449000000,0.428517,11
110N07886,16th St,SOUTHBOUND,Missouri Ave/Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.963016000000,-77.036430000000,38.962408000000,-77.036432000000,0.041945,12
110-06838,16th St,SOUTHBOUND,Military Rd,DC,DISTRICT OF COLUMBIA,20011,38.974875000000,-77.036413000000,38.963016000000,-77.036430000000,0.818260,13
110-06839,16th St,SOUTHBOUND,Alaska Ave,DC,DISTRICT OF COLUMBIA,20012,38.985658000000,-77.036397000000,38.974875000000,-77.036413000000,0.744002,14
110+10165,17th St,NORTHBOUND,US-29/K St,DC,DISTRICT OF COLUMBIA,20006,38.900200000000,-77.039411000000,38.902524000000,-77.039406000000,0.161129,2
110+10164,17th St,NORTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20006,38.898818000000,-77.039433000000,38.900200000000,-77.039411000000,0.095323,3
110+10163,17th St,NORTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20006,38.896966000000,-77.039447000000,38.898818000000,-77.039433000000,0.127760,4
110+10162,17th St,NORTHBOUND,New York Ave/State Pl,DC,DISTRICT OF COLUMBIA,20006,38.895379000000,-77.039464000000,38.896391000000,-77.039457000000,0.069783,5
110P10162,17th St,NORTHBOUND,New York Ave/State Pl,DC,DISTRICT OF COLUMBIA,20006,38.896391000000,-77.039457000000,38.896966000000,-77.039447000000,0.039707,6
110+10161,17th St,NORTHBOUND,E St,DC,DISTRICT OF COLUMBIA,20006,38.892084000000,-77.039477000000,38.895379000000,-77.039464000000,0.227370,7
110+07011,17th St,NORTHBOUND,US-50/Constitution Ave,DC,DISTRICT OF COLUMBIA,20006,38.887941000000,-77.038715000000,38.892084000000,-77.039477000000,0.300260,8
110-10164,17th St,SOUTHBOUND,H St,DC,DISTRICT OF COLUMBIA,20006,38.902524000000,-77.039516000000,38.900200000000,-77.039411000000,0.161253,2
110-13678,17th St,SOUTHBOUND,C St (Washington) (North),DC,DISTRICT OF COLUMBIA,20002,38.899359000000,-76.979317000000,38.893361000000,-76.980760000000,0.430754,2
110-10163,17th St,SOUTHBOUND,Pennsylvania Ave,DC,DISTRICT OF COLUMBIA,20006,38.900200000000,-77.039411000000,38.898818000000,-77.039433000000,0.095323,3
110-10162,17th St,SOUTHBOUND,New York Ave/State Pl,DC,DISTRICT OF COLUMBIA,20006,38.898818000000,-77.039433000000,38.896966000000,-77.039447000000,0.127760,4
